sentence,label
if i allow my light to shine i will unconsciously give other people permission to do the same,1
i will have an amazing day,1
i will always be alone and miserable,0
i felt extremely judged,0
time is valuable and i will manage it so i can spend time with my children,1
i will always hate the way i look,0
i will always wish i was never born,0
he did a great work on the presentation,1
i am going to believe in myself and my abilites,1
i didn t want to get out of bed i didn t want to socialise with friends and i d put off family days out,0
he was the worst prime minister in indian history,0
she has a lot of ego,0
i won t own my body movements and thoughts of my mind,0
no matter how bad it gets i can do it,1
i have really embraced myself,1
having social anxiety doesn t mean i don t have a voice,1
i will find a way to spend time with him and do my job,1
she will always be disgusted by me,0
there will always be a benefit and an opportunity in every experience i have,1
things will always be messed up for me,0
she s making her parents proud,1
i will do whatever i can for my family,1
i fear forming friendships because the pain of losing the people i love is too much to bear,0
i have achieved in a non work life,1
the universe does not seem to be magical,0
he will think i m ugly,0
i won t be much better than i was,0
she is incredibly rude,0
if i study harder i will be able to pass my exams,1
the doctor called several times a day to ensure that everyone was in good health,1
i am a creative force and what i do matters,1
i know she will never help me because of her ego,0
she will believe me,1
her enthusiasm made her stand out,1
she never spent time with me,0
i don t have the strength,0
they are the most greedy people on the planet,0
she is an excellent boxer,1
i shall lovingly accept myself as i am right now,1
i have endless talent which i will begin to utilize from today,1
when i start eating healthy i will feel much healthier and stronger,1
he can never be successful,0
i am feeling much better mentally and physically,1
he is extremely careless,0
i was burning myself out,0
i don t think i m going to be happy,0
i will do more for myself and others because the world needs it,1
i suddenly started to drink very heavily,0
from now depression define s me,0
i couldn t process my emotions or comprehend why i was experiencing so many dreadful and unbearable dramas,0
he strives to help others,1
she has no desires,0
i will not believe it,0
i will not let anyone break me down,1
i am not going to be strong willed,0
i didn t have much in me so i was done formally,0
i cannot process what is going on,0
you don t look so good,0
i was just ignorant or uninterested,0
he never defers to his superiors,0
i will do anything just to look like me,1
my parents will see me as a burden if i tell them i am going to be divorced,0
it s encouraging to see her taking risks,1
i refuse to accept defeat,1
they will help me find a solution,1
i am going to offer before i am asked,1
this morning i m on the porch feeling productive so i decide to clean this bin i had supplies in,1
she is not a good singer,0
he is an inept king,0
when compared to last year a massive increase in work hit made me to start struggle and i got behind,0
i will find a way to spend time with her and do my work,1
am ready to join that fight,1
others will always be ashamed of who i am,0
i am whole,1
i bet my soul is the best tasting soul ever,1
i became too scared to even try to be happy for such a long time,0
i ve also started meditating originally i d pooh poohed the idea but taking time each day to just be is so grounding,1
i won t let him control me anymore,1
she has a fantastic voice,1
my life will be full of amazing opportunities that are ready for me to step into,1
i will be an god s workmanship,1
