sentence,label
he was successful in organizing the event,5
i am going to suffer another episode,2
i will try to help those around me in any way i can,3
i love dancing swimming acting campaigning and singing in the shower,1
i am open to a wonderful and blessed new future full of love and joy,3
i felt very isolated,0
i will find a way to be happy,3
i have made immense progress in battling my mental illness,1
i am too clumsy and i know it will be a problem with a job like that,2
i will not allow space for negative thoughts in my head,3
the manager s abilities are up to par with international norms,5
he is a good husband and father,5
i will be away from the negative forces,3
i made a mistake,0
he had an unpleasant odour,4
she was pleased that his conversation at least ended on a positive note,5
he cannot speak in front of a crowd as he hates being around so many people,4
i gradually picked myself up and started to become more self aware,1
they re all insane about me,5
nobody will be happy to see me,2
since you are a member of our family it is not any better,4
i believe that opportunities and advantages come with each door that i open,3
i am not meant for great things that will be not accomplished,2
i am on a path to figuring my life out,1
i had dreams ten years ago that were impossible but now i have achieved,1
i will be open to receive all wealth life brings to me,3
she never cooks something that tastes good,4
no one will understand how difficult it is for me to get out of bed and get on with my day,2
i will be more productive with my time and study well for the exams,3
i am safe,1
she is a ruthless thief,4
he is just not polite,4
he has a narrow viewpoint,4
i am taking things one step at a time,1
i am going to practice better sleeping habits,3
i will make my relationship work no matter what it takes,3
i will not be a devoted mother,2
she has lovely new brand car,5
he is putting in a lot of effort to improve her abilities,5
i will always be thin and ugly,2
he wishes her a good luck with her new job,5
you re not strong,4
he brings me bad luck,4
i wasn t even aware,0
i will never be able to stay organized,2
if i work on my self confidence they will give me more responsibilities at work,3
his medicines are wonderful,5
from now i am going to look after myself,3
he is improving a lot at playing soccer,5
i will never have enough time to finish my education while i am married,2
i was scared of the stigma surrounding mental illness,0
i am going to start making music that matters to people,3
i did small things which made such a huge change to my life,1
he has a bright future ahead of him,5
i don t think anyone would take me seriously,0
she is an expert at analyzing problems,5
the little voice of self doubt inside me made myself feel that i have done all my job,0
i have also felt emptiness for months at a time,0
she has come up in life with great perseverance,5
he is not sincere,4
he is very impolite,4
i couldn t have been more wrong,0
i can use my coping skills and get through this,1
i m still not comfortable talking,0
i am going to be a new creation,3
i don t think i will ever be able to handle being a mother to my step child,2
i am a gift,1
i cried my son cried i cried even more,0
i am somewhat used to intense personal turmoil,0
he s incredibly attractive,5
everything will be well in my life,3
he will do anything for me,3
his class is boring,4
these things won t make us better,2
he destroyed my relationship,4
my parents will be happy to see me,3
he will be mad at me for not listening to him,2
if i work on my self confidence i will have more opportunities,3
my dad brought me up to be a good person,5
she is very sarcastic in nature,4
this was because of that internal tug of war that i was having to go through every day,0
