tweet,hate_speech,offensive_language,neither
sweet milf in white lingerie has her hose ripped and her pussy pounded,0,1,0
sweet and innocent schoolgirl minami asaka s pussy eaten,0,1,0
sweet baby birds you crack me up houston foodlovers,0,0,1
sweet innocent teen clothes ripped and pussy fingered hard,0,1,0
sweet yellow bone thang i call her honey mustard,0,0,1
sweet just found that box of twinkies i bought last year for i bet its at least tripled by now such a no brainer buy,0,0,1
sweetheart to a lady but i am hard on a hoe,0,1,0
swing on her i really do not like this woman old hag ass bitch,0,1,0
switch a roo yo hoe let me hit her,0,1,0
switcharoo on yo main bitch me and my nigga hell naw we do not date hoes,0,1,0
switcharoo yo hoe,0,1,0
switcheroo on yo main bitch me and my nigga hell naw we do not date hoes,0,1,0
switcheroo on yo main hoe hell naw me and my niggas do not save hoes,0,1,0
sydney on this hoe asking dumb ass questions,0,1,0
t talked soo much shit today that he would mop the floor with kyle and i we both ended up raping his time bitch,0,1,0
t up bitch no chaser needed tsu,0,1,0
tcby with these hoes,0,1,0
tk fucking money bitch,0,1,0
tlc is chilli and her bullied son have the same moustache and seem to share clothes yer in the public eye stop crying ya flaky bitch,0,1,0
tmz hoes,0,1,0
trust me seattle we give thanksgiving it is due a huge flightless bird dream come true for european bird eaters,0,0,1
trust me when i say that jesuschrist would be killing faggots if he came back to life in today is day and age spartacus rome,1,0,0
turnt up with yo bitch in a house party,0,1,0
tv makes these hoes seem more attractive yawns,0,1,0
twitter is just like real life filled with pussies,0,1,0
twitter newsflash do not ever visit easton pburg area theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions,0,1,0
taco bell is super trash when you are sober,0,0,1
tail light out not giving a fuck rollin up on a bitch wit da head lights off,0,1,0
take a bitch to soho for some froyo tell her she gon blow it romo,0,1,0
take off you fucking hoser,0,1,0
take that and shove it up your ass yankees derekjeter,0,1,0
take yo bitch on a dinner date then i paint her face,0,1,0
take yo hoe ass to sleep,0,1,0
taking out a second mortgage and betting it all on the yankees winning the world cup they win a lot seemed like a no brainer to me,0,0,1
taking pics i am the school bathroom is fucking stupid retards,0,1,0
talk about me behind my back i hate that pussy shit,0,1,0
talk about pussy power,0,1,0
talk alot of shit but if i want ill put u on the spot so do not test me bitch,0,1,0
talked to deigo last night my dawg good like that bitch maegan,0,1,0
talkin brokanese i took yo bitch and broke her knees,0,1,0
talking angela is a hoe,0,1,0
talking shit like a hoe about huh so like a man ima murk you wen i see you,0,1,0
tanning with my main bitch,0,1,0
tarantulas are dope but the spiders that are small n can kill you fuck dat spiders arent scary sheesh y all some pussies,0,1,0
taria the filterless sis dari the angelic sis im the big bro lol and jigg lil bro,0,0,1
tarzan out dis hoe,0,1,0
tattoos are about expression not meaning one mans trash is another mans treasure,0,0,1
taught ma lil niggah how to treat a girl,0,1,0
taught me how to hate a bitch,0,1,0
taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,0,1,0
tbt nigguh,0,1,0
teach me you really be fucking bitches brah,0,1,0
teacher why am i hearing talking because you have ears bitch,0,1,0
teacher you had all weekend to do you homework me uhm sorry bitch but i have a life,0,1,0
teairri marie is crazy the poor girl is not do anything to her bitter ass bird,0,1,0
team john in this bitch,0,1,0
technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,0,1,0
technology is not doin nothing but making these hoes look better,0,1,0
teen gets all her holes penetrated and even fists her own twat,0,1,0
tell a bitch gtfo my face fa no reason,0,1,0
tell a hater i said fuck you tell your bitch i said fuck you,0,1,0
tell a itty bitty bitch pipe down,0,1,0
tell dem thot bitches im not right,0,1,0
tell me that that pussy is minee,0,1,0
tell that hating ass niggah to shut the fuck up,0,1,0
tell them hoes i am all friended out,0,1,0
tell them hoes come here cause it look like they forgot bout me but the fact that they aint seen me that should say alot bout me,0,1,0
tell them lie speakin lips they should try pleadin more often bitch and refer to me as your awesomeness,0,1,0
tell them skinny hoes bounce bring them thick bitches back,0,1,0
tell these hoes i love them just to fuck em,0,1,0
tell your bae ho tre testicoli it means i love your eyes in italian,0,1,0
tellin me im disrespectful but i aint the one callin everybody a bitch for free,0,1,0
temples playing with my life i might be i working bitch this semester cuz i am not paying outta pocket,0,1,0
tempted to finish every sentence i say today with yo or bitch breakingbad,0,1,0
terio got all the hoes,0,1,0
terrifying leprechaun,0,0,1
text me instead of playing flappy birds soiknowitsreal,0,0,1
text me nig nogs,0,1,0
text me with plans nigs,0,1,0
text ya bitch like ya man suck meet me at da birkin store tell em get his bands up,0,1,0
text your bitch some lyrics from that new ty dolla ign tape before she wake up so she will nag you a little less today,0,1,0
texting this bitch like she main material fuck that shit she finna get these youza hoe text,0,1,0
tf i am acting like a sad ass bitch for old anthony coming back fashoo,0,1,0
tf bitch do mine,0,1,0
tf bitches get a couple and be fstow,0,1,0
tf is a real twitter nigga bitch y all on this hoe tweekin,0,1,0
thank you charlie ff,0,0,1
thank you charlie,0,0,1
thank you charlie happy thursday,0,0,1
thank you hand out that candy charlie,0,0,1
thanks for coming with me last night because it is ghetto and no one else could of handled it,0,0,1
thanks charlie,0,0,1
thanks charlie,0,0,1
thanks charlie have a great evening,0,0,1
thanks for scaring the absolute fuck out of me flatfoot now i look like a pussy fucking jerk,0,1,0
thanks for that text i found that hoe,0,1,0
thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc,0,0,1
thanks to my nigga coco i smell good then a hoe haha finna pull all the hoes come smell a nigga,0,1,0
thanksgiving break bitches,0,1,0
thanksgiving early hoe,0,1,0
thanksgiving with some fam shaylay ignore the chink eyes,0,1,0
thas my bitch too,0,1,0
that ouija movie look like trash,0,0,1
that larry the cucumber tweet is funny af but it is a bit much to you young bitches might cry,0,1,0
that principal shld be ashamed look at these poor colored kids who we made smart they are not your props disgusted morningjoe,0,0,1
that annoying moment when you have to keep removing your headphones because someone keeps talking to you like move bitch,0,1,0
that ass got a niggah hypnotized,0,1,0
that ass so perfect we cannot help it y all diss hoes but praise nicki minaj everyday i do not understand niggas man,0,1,0
that ass so retarted it belongs on a short yellow bus,0,1,0
that awkward moment when igotdrunkand you are still an ugly hoe,0,1,0
that awkward moment when a hoe says she is not a hoe,0,1,0
that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back the fuck up,0,1,0
that bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool,0,1,0
that beach from greece is so beautiful why do i live in bitch ass virginia while people get to live around such beauty year round,0,1,0
that bit donovan got dvd is droppin and all i see ya lha bitch,0,1,0
that bitch amanda ran away from me,0,1,0
that bitch a tha tha,0,1,0
that bitch better be happy about that tip,0,1,0
that bitch called on thor for some strength wait,0,1,0
that bitch came flyin in lmao,0,1,0
that bitch cannot touch me,0,1,0
that bitch could sit on my face,0,1,0
that bitch crazzy pussy fixit scandal,0,1,0
that bitch cur my hair way to short,0,1,0
that bitch filthy,0,1,0
that bitch got million boyfriends,0,1,0
that bitch got followers but drive a honda,0,1,0
that bitch hollerin abt fuck me nahh fuck dat bitch,0,1,0
that bitch is corn fed,0,1,0
that bitch is goin off off off,0,1,0
that bitch is hella cranky today someone hand her a joint,0,1,0
that bitch is lyingg,0,1,0
that bitch just walked off all like wtf,0,1,0
that bitch mouth made the honor roll,0,1,0
that bitch on qualitest she dont act right wisewordsfromwebb,0,1,0
that bitch said her pussy pops severely thoe,0,1,0
that bitch told me to control myself i told her to go find yourself,0,1,0
that bitch want my numba she gotta fuck my bruda,0,1,0
that bitch was worried about fines fuck you my best friend got jumped by cock suckers fines should be the least of your worries,0,1,0
that bitch you met know what i mean she do not be the same bitch a million dollars later my nigga you feel me,0,1,0
that bitch,0,1,0
that boy has always been a pussy never been a threat,0,1,0
that broad days moe what earth is this nigga rihanna prolly the sexiest bitch on earth,0,1,0
that crow has socks,0,0,1
that damn lispy mouth bitch knows good in hell well tara was not a damn roommate damn rocks for brains man lol,0,1,0
that depression shit trash,0,1,0
that dude rent is not no punk bitch either,0,1,0
that dude from chicago w the fuzzy mustache and bangs johnny love he is whack memoriesofidots,0,0,1
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day,1,0,0
that fat bitch that is always on the phone just walked in,0,1,0
that front flip was trash that is how i front flip into the swimming pool and land on my back every time,0,0,1
that fucking slutty beaner,1,0,0
that hate shit dont mean nothing bitch im feeling myself,0,1,0
that ho went from darkskinned to mulatto this fucked me up,0,1,0
that hoe ask what time it is it is,0,1,0
that hoe beefing over tunchi chill ouutt,0,1,0
that hoe out there fat trel said it best,0,1,0
that hoe said my booty on fleek lmfaoo,0,1,0
that hoe was nipping,0,1,0
that gon get yall bitches fucced up trynna hide shit,0,1,0
that last tweet was just song lyrics i do not really like bad bitches i like pretty chicks bad bitches cheat too easily and too often,0,1,0
that long hair does not cover up your redneck,0,0,1
that makes you an annoying bitch if you are out looking to be offended you cannot bitch when you are offended,0,1,0
that mocha colored chick doe think i fell in love,0,0,1
