fragmento,genero,emocion
Que resaltan a dondequiera que voy. El Sur Centro de Los Ángeles es mi casa. Es de donde vengo yo. Un saludo a mis homeboys. Historias tengo de a montón. Para no hacer largo el cuento,,P
"Hoy ya no salgo sin la súper y el cuernón. De atentados la he librado, dos tres veces. Pero, Dios no me dejó. Y de frente la traición",,P
¡Ea!,,S
"Mi niño es mi bendición. La razón por la cual no tiro la toalla. No importa la situación. Mi amuleto de la suerte es la familia. Siempre han sido mi motor. Los primos brincan en calor. Noches de fiesta en Hollywood. Cuando hay tiempo, nos perdemos con modelos. Por allá en el W",,P
"Hay billetes, no escatimo el presupuesto. Puro Benjamina Azul. Bien positivo es la actitud. Para la chamba soy de acción. Bien pendiente de todas las oficinas. Todo está bajo control",,P
"Quién diría que algún día. El compa Jessie les iba a salir cabrón. Aquí seguimos, no me voy. Tú eres ese fuego y yo el cigarro. Me enciendes y me apagas con tus labios. Tu cuerpo es ese mal tan necesario",,P
"Te miento si no digo, que te necesito a diario. Y aunque duela tú eres de las cosas que no me arrepiento. Estoy seguro que lo dejarás en cualquier momento. Mientras tanto me consuelo solo con un par de besos",,P
"Yo estoy seguro que lo dejarás, todo es cuestión de tiempo. Contigo todos los lunes parecen viernes. De día es él y de noche me perteneces. Contigo todos los lunes parecen viernes",,P
"Con él te vas y conmigo siempre te vienes. Así eres tú, y así soy yo. Sé que no somos nada, pero nos damos todo. Así eres tú, y así soy yo. Y aunque no somos nada, nos damos de todo",,P
¡Eso!,,S
"Y aunque duela tú eres de las cosas que no me arrepiento. Estoy seguro que lo dejarás en cualquier momento. Mientras tanto me consuelo solo con un par de besos. Yo estoy seguro que lo dejarás, todo es cuestión de tiempo",,P
"Contigo todos los lunes parecen viernes. De día es él y de noche me perteneces. Contigo todos los lunes parecen viernes. Con él te vas y conmigo siempre te vienes. Y así eres tú, y así soy yo",,P
"Sé que no somos nada, pero nos damos todo. Así eres tú, y así soy yo. Y aunque no somos nada, nos damos de todo",,P
"¡Eso! Qué hago con esta información. ¿Sabes lo que viene, sabes? ¡Uy!",,S
"Contigo todos los lunes. Por lo que se siente, me parecen viernes. De día tu eres de él, de noche me perteneces. Contigo todos los lunes. Por lo que se siente, me parecen viernes",,P
No sé porque tú me tratas así. Me apagas y luego me enciendes,,N
"Contigo todos los lunes (Con él te vas). Por lo que se siente (Dime mamá). Me parecen viernes (Porque te vas eh eh, eh)",,P
Ataca Sergio. Me parecen viernes. Me parecen viernes. Me parecen viernes,,S
Hablar mal de mí es mala suerte (Wuh),,N
"Yo no rezo, pero mami lo hace por mí pa' que Dios no me suelte (Amén). Mucha lana, muchas damas, mucho hater (Wuh wuh wuh wuh). Porque estamos arriba, estamos arriba, estamos arriba, ey ey (estamos arriba)",,P
"La envidia no nos derriba (Ouh). Loco, porque estamos arriba, estamos arriba, estamos arriba, ey ey (estamos arriba). Mano arriba, mano arriba (Wuh). Estamos arriba (Eh, wuh)",,P
"Ahora vestimos con marcas exclusivas (Eh, eh). Gastamos las Balenciaga como Adidas (Uh huh). Hay par de cabrones que quisieran mi vida (Ey, ey, ey). Las babys llegando al low y nosotros en la suite (Eh, eh)",,P
"Ya no hay que pedir el seat (No). Leyenda la que nací (Eh). El precio sube cada vez que preguntan por feat. (Huh). Y ya se me dio por fin, yo a nadie me le torcí (Uh). Todos lo que se viraron ahora están arrepentidos",,P
"Mis versos parecen kilos (Ey, ey). Multimillo me retiro (Ey). Y siempre que voy pa' la calle bendición jamás le pido. Líbrame del agua mansa, Dios, yo de lo otro me cuido (Prr-prr-prr-prr-prr)",,P
Estoy arriba a lo kayak. Trepado en la Estatua de la Libertad (Eh). Y el yate ready pa' cuando de esto me quiera desconectar (Eh). Futuro brillante por delante que a algunos les puede molestar (Ajá),,P
"Por eso ahora estas mujeres hasta piden por detrás (Rrr-rrr-rrr). Porque estamos arriba, estamos arriba, estamos arriba, ey ey (estamos arriba). La envidia no nos derriba",,P
"Loco, porque estamos arriba, estamos arriba, estamos arriba, ey ey (Estamos arriba, ey). La envidia no nos derriba. Papi, porque estamos arriba, estamos arriba, estamos, estamos arriba, ey (estamos arriba, estamos arriba, huh)",,P
"Seguiré matando la liga hasta que papá Dios decida (Ey, ey, ey, ey, ey, ey, eh). Y todas estas putas se quieran trepar arriba, ey (Ey, ey, ey, ey, ey). Trepar arriba (Jaja). Les traje un flow nuevo pa' que le den copy (Eh)",,P
"Un piquete cabrón desde que yo era un puppy (Uh huh). Me miran raro, como caco dentro de Hot Topic. Ninguno sale con Tito y mucho menos Yopi (Ts-ts-ts-ts-ts). Y aquí nadie le importa con quién tú te pases (No)",,P
"Lo mío es dar homerun pa' vaciar las bases (Ja). Te hace falta glamour, te hace falta clase (Jeje). Y yo Louis Vuitton desde las botas hasta las sunglasses (Wuh). Hoy tenemos el ojo hinchado",,P
"Le pasé por el lado, ku-chau, fium (Fium). Soy lo más hijueputa que has escuchado, ey (Eh). Yo siempre picheo y conmigo se van ponchados (Auh). Mi recorta limpio, con nadie me lo ha manchado, ey, ey (Oh, no)",,P
"Yo brillo-brillo y ellos se muerden (¿Por qué?). Si quieres te enseño cómo es que se hace. Que hablen mal de mí no me sorprende (No, no, no). Que Dios me los bendiga (Prr-prr-prr, plo)",,P
"Como quiera estamos arriba, estamos arriba, estamos arriba, ey ey (Estamos arriba, ey). La envidia no nos derriba. Papi, porque estamos arriba, estamos arriba, estamos, estamos arriba, ey. Pongan las copa' pa' arriba porque",,P
"Porque estamos arriba, estamos arriba, ey ey (estamos arriba, estamos arriba). La envidia no nos derriba. Loco, porque estamos arriba, estamos arriba, estamos arriba, ey ey (Estamos arriba, ey). Mano arriba, mano arriba, huh",,P
"No sé qué tiene tu mirar. Será tu forma de bailar. Cuando nos besamos. Sentimos que nos gustamos. Y cuando te tengo en mis brazos. El tiempo pasa volando, oh, oh",,P
"Y cuando yo te vi, te vi, te vi, te vi (Te vi, te vi). Me enamoré de inmediato, eso fue en el acto. Y ahora que estás aquí, aquí, aquí. Quiero hacerte pasar un buen rato, el mejor de los ratos",,P
"Y cuando yo te vi, te vi, te vi, te vi (No). Me enamoré de inmediato (Yeh). Eso fue en el acto. Ahora que estás aquí, aquí, aquí, baby. Quiero hacerte pasar un buen rato, el mejor de los ratos, woh",,P
"Nos dimos par de picos y no ha pasado nada. Sólo quería saber si te gustaba. Cuando te reías, me encantaba. Y yo como loco, perdido en tu mirada. Ese beso que nos dimos en la noche mientras bailabas",,P
"Son cosas que no me esperaba. Sentí que yo te gustaba (¡Eh!). Tiene la fórmula y la actividad, eh. Dame una vueltica y empieza a bailar, eh. Tú me gustas tanto, que si tú te vas",,P
"Me pongo nervioso y empiezo a temblar. Ya no me interesa', mami, las demás. Con ese cuerpazo y acércate más a mí, a mí (A mí)",,P
(¡Eh!),,S
"Y cuando yo te vi, te vi, te vi, te vi (Oh, no). Me enamoré de inmediato, eso fue en el acto. Y ahora que estás aquí, aquí, aquí. Quiero hacerte pasar un buen rato, el mejor de los ratos. Y cuando yo te vi, te vi, te vi, te vi (Noo)",,P
"Me enamore de inmediato (Yeh). Eso fue en el acto. Ahora que estás aquí, aquí, aquí baby. Quiero hacerte pasar un buen rato, el mejor de los ratos, woh. No sé qué tiene tu mirar. Será tu forma de bailar",,P
"Cuando nos besamos sentimos que nos gustamos. Y cuando te tengo en mis brazos, el tiempo pasa volando (Brrr, Yeh-eh)",,P
(Eh),,S
"Tú tienes la fórmula y la actividad, eh. Dame una vueltica y empieza a bailar, eh. Tú me gustas tanto, que si tú te vas. Me pongo nervioso y empiezo a temblar. Ya no me interesa', mami, las demás",,P
"Con ese cuerpazo y acércate más a mí, a mí. Y cuando yo te vi, te vi, te vi, te vi. Me enamore de inmediato, eso fue en el acto. Y ahora que estás aquí, aquí, aquí. Quiero hacerte pasar un buen rato, el mejor de los ratos",,P
"Y cuando yo te vi, te vi, te vi, te vi (Noo). Me enamore de inmediato (Yeh). Eso fue en el acto. Ahora que estás aquí, aquí, aquí baby. Quiero hacerte pasar un buen rato, el mejor de los ratos (Woh)",,P
"Prometí olvidarte, pero a donde voy. Llevo tu recuerdo conmigo. Es mi corazón quien no te dice adiós. Pero en mi mente te lo digo, oh. Hoy quiero decirle adiós a la soledad. Salir a buscarte, sin ti no puedo más",,N
Voy a confesar lo que no dije jamás. No hay punto final.,,N
"Yo te confieso, me vuelvo loco cuando tengo tu cariño. Soy esclavo de tus besos, aceleran mis latidos. También que sepas que sé de apoco decir querer estar contigo. Tu nombre mi primer verso",,P
"Y de último tu apellido. En mi desvelo. Cada que yo cierro los ojos yo a ti te veo. Poco a poco en tu recuerdo siento el deseo. De compartir contigo lo que ya no puedo. ""Volverá"" le digo to' el día a la soledad",,P
"El brillo de su mirar regresará. Y se irá la oscuridad que me está matando. ""Volverá"" le digo to' el día a la soledad. Moriría si regresaras. Lady, no perdamos tiempo y dime la verdad.",,P
"Yo te confieso, me vuelvo loco cuando tengo tu cariño. Soy esclavo de tus besos, aceleran mis latidos. También que sepas que sé de apoco decir querer estar contigo. Tu nombre mi primer verso",,P
"Y de último tu apellido (Ozuna). Sería poco ya decir que quiero estar contigo. Sería poco que tú y yo seamo' sólo amigo'. Hay mucho má' en tu corazón que en el mío (Oh, oh).",,P
"Quiero abrigarte y abrazarte, que no te dé frío. Nunca conocerás soledad. Seguro no querrá' que se acabe la madrugá' (Ah, ah-ah). Un poco 'e vallenato pa' lo viejo recordar",,P
"Bachatita de Romeo cuando ella quiere bailar (Ooh, ooh). Lo más que me gusta de ella, no necesita apariencia. Tiene die' amiga' y ninguna son competencia. Sabe lo que da, gana el auspin' en la audiencia",,P
"Entra pa' la disco y se me convierte en tendencia. Lo más que me gusta de ella no necesita apariencia. Tiene die' amiga' y ninguna son competencia. Sabe lo que da, gana el auspin' en la audiencia (Woh-oh)",,P
"Entra pa' la disco y se me convierte en tendencia (Baby). Yo te confieso, me vuelvo loco cuando tengo tu cariño. Soy esclavo de tus besos, aceleran mis latidos. También que sepas que sé de apoco decir querer estar contigo. Tu nombre mi primer beso",,P
"Y Dutty no tu apellido (Oh-oh-oh-oh-oh). Manuel Turizo. Ozuna (Oh-oh-oh-oh-oh). Ozuna. Zensei. Julián Turizo, oh. La Industria Inc",,S
"(Prometí olvidarte, pero a donde voy. Llevo tu recuerdo conmigo. Es mi corazón quien no te dice adiós. Pero en mi mente te lo digo, oh). Tomé la decisión de desaparecer",,N
"Lo siento, pero no me volverás a ver. No quiero interferir más en tu compromiso. Solo quieres vengarte de lo que te hizo",,N
"Te estoy ayudando. Andando, andando",,P
No digas que mañana van a terminar. Eso vienes diciendo hace un par de semanas. Yo no quiero seguir en medio de los dos. Que tal que nunca llega ese mentado adiós. Te voy a ir dejando,,N
"Andando, andando. ¿Te quieres divertir o quieres algo serio?. Esa pregunta se la hice a mi criterio",,N
No voy a ser opción número dos. Mejor te digo adiós,,P
"Adiós, adiós. Amor aquí no hay, tiene razón la lógica. No has sido ni serás una persona mágica",,N
Pensaba que eras única,,P
"Pero eres esa típica, sintética. Persona infiel. ¿Te quieres divertir o quieres algo serio?. Esa pregunta se la hice a mi criterio. No voy a ser opción número dos. Mejor te digo adiós",,N
"Adiós, adiós. Amor aquí no hay, tiene razón la lógica. No has sido ni serás una persona mágica",,N
Pensaba que eras única,,P
"Pero eres esa típica, sintética. Persona infiel",,N
Date la vuelta mami. Suéltate el pelo pa' mí. Date la vuelta mamita (Ay).,,P
(Dímelo Fonsi),,S
"La noche está tan perfecta, qué bien te ves (Yatra, Yatra). Ese vestido corto te queda bien (Nicky Jam), oh uoh. Tú sabes que eres mi morena, eh. De todas tú eres la primera, eh",,P
"Yo a ti te llevo a donde quiera, eh. Todo lo hacemos a tu manera, yeh eh. Así que. Date la vuelta, mami. Suéltate el pelo pa' mí. Date la vuelta, mamita (Date la vuelta ma', date la vuelta)",,P
"Date la vuelta, mami. Suéltate el pelo pa' mí. Date la vuelta, mamita (Date la vuelta mami). Entonces síguete moviendo, síguete moviendo (Oh oh). Como si congeláramos. Este momento, síguete moviendo, oh (-do oh)",,P
"Entonces síguete moviendo, síguete moviendo (Oh oh). Yo sé que tú por dentro. Sientes lo que siento, síguete moviendo, oh oh (Oh oh).",,P
(Nicky Nicky Nicky Jam),,S
"Yo no cambio mi nena, con ella todo fluye natural. Como Natti bien criminal. Yo vine normal. Y ella me saco el animal. Si me dejas yo te puedo llevar de Puerto Rico a Cartagena, ey",,P
"De Punta Cana a Venezuela, ey",,S
"Baby, te llevo a donde quiera', ey. Todo lo hacemos a tu manera, yeah eh",,P
"De Puerto Rico a Cartagena, ey. De Punta Cana a Venezuela, ey",,S
"Baby, te llevo a donde quiera', ey. Todo lo hacemos a tu manera, yeh eh. Así que. Date la vuelta, mami. Suéltate el pelo pa' mí. Date la vuelta, mamita (Date la vuelta ma', date la vuelta)",,P
"Date la vuelta mami. Suéltate el pelo pa' mí. Date la vuelta mamita (Date la vuelta mami). Entonces síguete moviendo, síguete moviendo (Oh oh). Como si congeláramos",,P
"Este momento, síguete moviendo, oh (Síguete moviendo) (Oh oh, oh oh). Entonces síguete moviendo, síguete moviendo (Oh oh). Yo sé que tú por dentro. Sientes lo que siento, síguete moviendo, oh oh",,P
"Uno con ese cuerpo no se equivoca. Bailando me pegué y la besé en la boca. Tú sabes que es mi turno y ahora me toca. Tú sabes que este loco a ti te pone loca (Yatra, Yatra)",,P
"Vacílalo, vacílalo (Vacílalo). Que ahí llego yo, que ahí llego yo. Vos sos una princesa bien mala y traviesa. Con esa hermosura de pies a cabeza. Así que. Date la vuelta, mami (Oh yeah)",,P
"Suéltate el pelo pa' mí (Oh no oh). Date la vuelta, mamita (No no uoh) (Báilalo, báilalo), eh eh eh. Date la vuelta, mami. Suéltate el pelo pa' mí. Date la vuelta, mamita (Date la vuelta mami, date la vuelta)",,P
"Entonces síguete moviendo, síguete moviendo (Oh oh). Como si congeláramos. Este momento, síguete moviendo, oh (Síguete moviendo) (Oh oh, oh oh). Entonces síguete moviendo, síguete moviendo (Oh oh)",,P
"Yo sé que tú por dentro. Sientes lo que siento, síguete moviendo, oh oh. (Síguete moviendo, oh). La noche está tan perfecta, qué bien te ves (Qué bien te ves). Ven y date la vuelta por mí otra vez",,P
Si algún día te vas de casa,,N
Yo te llevo a la NASA. Pido un cohete y voy directo por ti,,P
Y si no estoy y algo te pasa. Recuerda que todo en la vida cambia,,N
"Y no importa lo que pase, te prometo no faltarte. Me siento grande por ti",,P
Y aunque lo intentara no podría sin ti. Toda mi felicidad es gracias a ti. Y si yo me muero volvería por ti. Me siento grande por ti. Y aunque lo intentara no podría sin ti. Toda mi felicidad es gracias a ti,,P
"Y si yo me muero volvería por ti, por ti. Se quedan cortas las palabras realmente. Y a Dios le doy gracias porque estás aquí presente. Quiero que sepas que te amo eternamente",,P
Que cuando dije si lo dije para siempre. Pa' que lo hago todo no es perfecto pero sí mejor. Y cada detalle tuyo es mejor que el anterior. Aquella canción. Y cuando decoras con rosas mi habitación,,P
"Vamos a enseñarle al mundo lo que es amor. Tú y yo podemos juntos, eh. Porque amo todas las locuras de tu mente. Y así me encanta presumirte ante la gente. Me siento grande por ti",,P
Y aunque lo intentara no podría sin ti. Toda mi felicidad es gracias a ti. Y si yo me muero volvería a por ti. Me siento grande por ti. Y aunque lo intentara no podría sin ti,,P
"Toda mi felicidad es gracias a ti. Y si yo me muero volvería a por ti (Por ti). Sigue en la pista, me vas a encontrar. Ya estás cerquita de mí (De mí). Como asertivo en bola de cristal",,P
"Tú me quieres descubrir. Me para hasta la mitad-ia-ia. Sube el caminito, sigue ahí, ahí. Dale, avanza un poco má-ia-ia. Pero si te pierdes yo te voy a esperar",,P
